personId,firstName,lastName,PlayerName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber,
1539,God,Shammgod,God Shammgod,29/4/1976,Providence,USA,72,169,TRUE,FALSE,FALSE,1997,2,45,
1540,Eric,Washington,Eric Washington,24/3/1974,Alabama,USA,76,1540,TRUE,TRUE,FALSE,1997,2,46,
1541,Alvin,Williams,Alvin Williams,6/8/1974,Villanova,USA,77,195,TRUE,FALSE,FALSE,1997,2,47,
1542,Predrag,Drobnjak,Predrag Drobnjak,27/10/1975,Efes Pilsen,Serbia,83,270,FALSE,FALSE,TRUE,1997,2,48,
1544,Chris,Crawford,Chris Crawford,13/5/1975,Marquette,USA,81,1544,FALSE,TRUE,FALSE,1997,2,50,
1545,DeJuan,Wheat,DeJuan Wheat,14/10/1973,Louisville,USA,72,165,TRUE,FALSE,FALSE,1997,2,51,
1548,Mark,Blount,Mark Blount,30/11/1975,Pittsburgh,USA,84,250,FALSE,TRUE,TRUE,1997,2,54,
1554,Jamal,Robinson,Jamal Robinson,27/12/1973,Virginia,USA,,,,,,1997,,,
1559,Adrian,Griffin,Adrian Griffin,4/7/1974,Seton Hall,USA,77,230,TRUE,TRUE,FALSE,-1,-1,-1,
1562,Gerard,King,Gerard King,25/11/1972,Nicholls State,USA,,,FALSE,TRUE,FALSE,-1,-1,-1,
1563,Kevin,Ollie,Kevin Ollie,27/12/1972,Connecticut,USA,74,195,TRUE,FALSE,FALSE,-1,-1,-1,
1564,Etdrick,Bohannon,Etdrick Bohannon,29/5/1973,Auburn-Montgomery,USA,,,FALSE,TRUE,FALSE,-1,-1,-1,
1565,Michael,Stewart,Michael Stewart,25/4/1975,California,USA,82,230,FALSE,FALSE,TRUE,-1,-1,-1,
1569,Keith,Closs,Keith Closs,3/4/1976,Central Connecticut State,USA,87,212,FALSE,FALSE,TRUE,-1,-1,-1,
1572,Nate,Huffman,Nate Huffman,2/4/1975,Central Michigan,USA,85,245,FALSE,FALSE,TRUE,-1,-1,-1,
1575,Derek,Grimm,Derek Grimm,3/8/1974,Missouri,USA,81,230,FALSE,TRUE,FALSE,-1,-1,-1,
1576,Travis,Williams,Travis Williams,27/5/1969,South Carolina State,USA,78,215,FALSE,TRUE,FALSE,-1,-1,-1,
1577,Darnell,Mee,Darnell Mee,11/2/1971,Western Kentucky,USA,77,1577,TRUE,FALSE,FALSE,1993,2,34,
1578,Shea,Seals,Shea Seals,26/8/1975,Tulsa,USA,77,210,TRUE,FALSE,FALSE,-1,-1,-1,
1585,Brandon,Williams,Brandon Williams,27/2/1975,Davidson,USA,78,215,FALSE,TRUE,FALSE,-1,-1,-1,
1591,Alvin,Sims,Alvin Sims,18/10/1974,Louisville,USA,76,235,TRUE,FALSE,FALSE,-1,-1,-1,
1593,Charles,Shackleford,Charles Shackleford,22/4/1966,North Carolina State,USA,83,245,FALSE,FALSE,TRUE,1988,2,32,
1594,Rick,Brunson,Rick Brunson,14/6/1972,Temple,USA,76,190,TRUE,FALSE,FALSE,-1,-1,-1,
1600,Kornel,David,Kornel David,22/10/1971,Budapest AEH,USA,81,230,FALSE,TRUE,FALSE,-1,-1,-1,
1601,Rusty,LaRue,Rusty LaRue,10/12/1973,Wake Forest,USA,75,1601,FALSE,FALSE,FALSE,-22,-22,-22,
1603,Walter,Bond,Walter Bond,1/2/1969,Minnesota,USA,77,200,TRUE,FALSE,FALSE,-1,-1,-1,
1607,Troy,Hudson,Troy Hudson,13/3/1976,Southern Illinois,USA,73,178,TRUE,FALSE,FALSE,-1,-1,-1,
1609,Art,Long,Art Long,1/10/1972,Cincinnati,USA,81,1609,FALSE,TRUE,FALSE,-22,-22,-22,
1612,Chris,Garner,Chris Garner,23/2/1975,Memphis,USA,70,156,TRUE,FALSE,FALSE,-1,-1,-1,
1619,Kiwane,Garris,Kiwane Garris,24/9/1974,Illinois,USA,74,1619,TRUE,FALSE,FALSE,-22,-22,-22,
1622,Rodney,McCray,Rodney McCray,29/8/1961,Louisville,USA,80,1622,FALSE,TRUE,FALSE,1983,1,3,
1628,Alan,Ogg,Alan Ogg,5/7/1967,Alabama-Birmingham,USA,86,240,FALSE,FALSE,TRUE,-1,-1,-1,
1630,Mikki,Moore,Mikki Moore,4/11/1975,Nebraska,USA,84,225,FALSE,TRUE,TRUE,-1,-1,-1,
1631,Billy,Thompson,Billy Thompson,1/12/1963,Louisville,USA,79,195,FALSE,TRUE,FALSE,1986,1,19,
1635,Malcolm,Mackey,Malcolm Mackey,11/7/1970,Georgia Tech,USA,81,248,FALSE,TRUE,FALSE,1993,1,27,
1636,Ike,Nwankwo,Ike Nwankwo,,,,,,,,,,,,
1654,Scott,Skiles,Scott Skiles,,,,,,,,,,,,
1666,Gerald,Madkins,Gerald Madkins,18/4/1969,UCLA,USA,76,200,TRUE,FALSE,FALSE,-1,-1,-1,
1667,Steve,Henson,Steve Henson,2/2/1968,Kansas State,USA,71,177,TRUE,FALSE,FALSE,1990,2,44,
1677,Harold,Ellis,Harold Ellis,7/10/1970,Morehouse,USA,77,220,TRUE,TRUE,FALSE,-1,-1,-1,
1680,Brian,Oliver,Brian Oliver,1/6/1968,Georgia Tech,USA,76,210,TRUE,FALSE,FALSE,1990,2,32,
1682,Reggie,Hanson,Reggie Hanson,8/10/1968,Kentucky,USA,80,1682,FALSE,TRUE,FALSE,-22,-22,-22,
1683,Larry,Robinson,Larry Robinson,11/1/1968,Centenary-Louisiana,USA,75,180,TRUE,FALSE,FALSE,-1,-1,-1,
1709,Michael,Olowokandi,Michael Olowokandi,3/4/1975,Pacific,Nigeria,84,270,FALSE,FALSE,TRUE,1998,1,1,
1710,Mike,Bibby,Mike Bibby,13/5/1978,Arizona,USA,74,195,TRUE,FALSE,FALSE,1998,1,2,
1711,Raef,LaFrentz,Raef LaFrentz,29/5/1976,Kansas,USA,83,240,FALSE,TRUE,TRUE,1998,1,3,
1712,Antawn,Jamison,Antawn Jamison,12/6/1976,North Carolina,USA,81,1712,FALSE,FALSE,FALSE,1998,1,4,
1713,Vince,Carter,Vince Carter,26/1/1977,North Carolina,USA,78,1713,TRUE,TRUE,FALSE,1998,1,5,
1714,Robert,Traylor,Robert Traylor,1/2/1977,Michigan,USA,80,284,FALSE,TRUE,TRUE,1998,1,6,
1715,Jason,Williams,Jason Williams,18/11/1975,Florida,USA,73,180,TRUE,FALSE,FALSE,1998,1,7,
1716,Larry,Hughes,Larry Hughes,23/1/1979,St. Louis,USA,77,185,TRUE,FALSE,FALSE,1998,1,8,
1717,Dirk,Nowitzki,Dirk Nowitzki,19/6/1978,DJK Wurzburg,Germany,84,245,FALSE,TRUE,FALSE,1998,1,9,
1718,Paul,Pierce,Paul Pierce,13/10/1977,Kansas,USA,79,235,FALSE,TRUE,FALSE,1998,1,10,
1719,Bonzi,Wells,Bonzi Wells,28/9/1976,Ball State,USA,77,210,TRUE,TRUE,FALSE,1998,1,11,
1720,Michael,Doleac,Michael Doleac,15/6/1977,Utah,USA,83,262,FALSE,FALSE,TRUE,1998,1,12,
1721,Keon,Clark,Keon Clark,16/4/1975,UNLV,USA,83,221,FALSE,TRUE,TRUE,1998,1,13,
1722,Michael,Dickerson,Michael Dickerson,25/6/1975,Arizona,USA,77,190,TRUE,FALSE,FALSE,1998,1,14,
1723,Matt,Harpring,Matt Harpring,31/5/1976,Georgia Tech,USA,79,230,FALSE,TRUE,FALSE,1998,1,15,
1724,Bryce,Drew,Bryce Drew,21/9/1974,Valparaiso,USA,75,184,TRUE,FALSE,FALSE,1998,1,16,
1725,Rasho,Nesterovic,Rasho Nesterovic,30/5/1976,Virtus Bologna,Slovenia,84,255,FALSE,FALSE,TRUE,1998,1,17,
1726,Mirsad,Turkcan,Mirsad Turkcan,7/6/1976,Efes Pilsen,Turkey,81,1726,FALSE,TRUE,FALSE,1998,1,18,
1727,Pat,Garrity,Pat Garrity,23/8/1976,Notre Dame,USA,81,238,FALSE,TRUE,FALSE,1998,1,19,
1728,Roshown,McLeod,Roshown McLeod,17/11/1975,Duke,USA,,,FALSE,TRUE,FALSE,1998,1,20,
1729,Ricky,Davis,Ricky Davis,23/9/1979,Iowa,USA,79,195,TRUE,FALSE,FALSE,1998,1,21,
1730,Brian,Skinner,Brian Skinner,19/5/1976,Baylor,USA,81,1730,FALSE,FALSE,FALSE,1998,1,22,
1731,Tyronn,Lue,Tyronn Lue,3/5/1977,Nebraska,USA,72,175,TRUE,FALSE,FALSE,1998,1,23,
1732,Felipe,Lopez,Felipe Lopez,19/12/1974,St. John's (NY),Dominican Republic,77,195,TRUE,TRUE,FALSE,1998,1,24,
1733,Al,Harrington,Al Harrington,17/2/1980,St. Patrick HS (NJ),USA,81,245,FALSE,TRUE,FALSE,1998,1,25,
1734,Sam,Jacobson,Sam Jacobson,22/7/1975,Minnesota,USA,,,TRUE,FALSE,FALSE,1998,1,26,
1735,Vladimir,Stepania,Vladimir Stepania,8/5/1976,Union Olimpija,Georgia,85,1735,FALSE,FALSE,TRUE,1998,1,27,
1736,Corey,Benjamin,Corey Benjamin,24/2/1978,Oregon State,USA,78,200,TRUE,FALSE,FALSE,1998,1,28,
1737,Nazr,Mohammed,Nazr Mohammed,5/9/1977,Kentucky,USA,82,1737,FALSE,FALSE,TRUE,1998,1,29,
1738,Ansu,Sesay,Ansu Sesay,29/7/1976,Mississippi,USA,81,225,FALSE,TRUE,FALSE,1998,2,30,
1739,Ruben,Patterson,Ruben Patterson,31/7/1975,Cincinnati,USA,77,223,FALSE,TRUE,FALSE,1998,2,31,
1740,Rashard,Lewis,Rashard Lewis,8/8/1979,Elsik HS (TX),USA,82,235,FALSE,TRUE,FALSE,1998,2,32,
1741,Jelani,McCoy,Jelani McCoy,6/12/1977,UCLA,USA,82,245,FALSE,TRUE,TRUE,1998,2,33,
1742,Shammond,Williams,Shammond Williams,5/4/1975,North Carolina,USA,73,1742,TRUE,FALSE,FALSE,1998,2,34,
1743,Bruno,Sundov,Bruno Sundov,10/2/1980,Split,Croatia,86,260,FALSE,FALSE,TRUE,1998,2,35,
1744,Jerome,James,Jerome James,17/11/1975,Florida A&M,USA,85,1744,FALSE,FALSE,TRUE,1998,2,36,
1745,Casey,Shaw,Casey Shaw,20/7/1975,Toledo,USA,83,255,FALSE,FALSE,TRUE,1998,2,37,
1746,DeMarco,Johnson,DeMarco Johnson,6/10/1975,North Carolina-Charlotte,USA,81,245,FALSE,TRUE,FALSE,1998,2,38,
1747,Rafer,Alston,Rafer Alston,24/7/1976,Fresno State,USA,74,175,TRUE,FALSE,FALSE,1998,2,39,
1748,Korleone,Young,Korleone Young,31/12/1978,Hargrave Military Academy (KS),USA,79,213,FALSE,TRUE,FALSE,1998,2,40,
1749,Cuttino,Mobley,Cuttino Mobley,1/9/1975,Rhode Island,USA,76,215,TRUE,FALSE,FALSE,1998,2,41,
1750,Miles,Simon,Miles Simon,21/11/1975,Arizona,USA,75,202,TRUE,FALSE,FALSE,1998,2,42,
1751,Jahidi,White,Jahidi White,19/2/1976,Georgetown,USA,81,290,FALSE,TRUE,TRUE,1998,2,43,
1752,Sean,Marks,Sean Marks,23/8/1975,California,New Zealand,82,250,FALSE,TRUE,TRUE,1998,2,44,
1753,Toby,Bailey,Toby Bailey,19/11/1975,UCLA,USA,78,213,TRUE,FALSE,FALSE,1998,2,45,
1754,Andrae,Patterson,Andrae Patterson,12/11/1975,Indiana,USA,81,238,FALSE,TRUE,FALSE,1998,2,46,
1755,Tyson,Wheeler,Tyson Wheeler,8/10/1975,Rhode Island,USA,70,165,TRUE,FALSE,FALSE,1998,2,47,
1756,Ryan,Stack,Ryan Stack,24/7/1975,South Carolina,USA,83,215,FALSE,TRUE,FALSE,1998,2,48,
1757,Cory,Carr,Cory Carr,5/12/1975,Texas Tech,USA,76,1757,TRUE,FALSE,FALSE,1998,2,49,
1760,Derrick,Dial,Derrick Dial,20/12/1975,Eastern Michigan,USA,76,1760,TRUE,FALSE,FALSE,1998,2,52,
1761,Greg,Buckner,Greg Buckner,16/9/1976,Clemson,USA,76,210,TRUE,FALSE,FALSE,1998,2,53,
1762,Tremaine,Fowlkes,Tremaine Fowlkes,11/4/1976,Fresno State,USA,80,220,FALSE,TRUE,FALSE,1998,2,54,
1763,Ryan,Bowen,Ryan Bowen,20/11/1975,Iowa,USA,81,218,FALSE,TRUE,FALSE,1998,2,55,
1764,J.R.,Henderson,J.R. Henderson,30/10/1976,UCLA,USA,80,233,FALSE,TRUE,FALSE,1998,2,56,
1765,Torraye,Braggs,Torraye Braggs,15/5/1976,Xavier,USA,80,245,FALSE,TRUE,FALSE,1998,2,57,
1766,Maceo,Baston,Maceo Baston,29/5/1976,Michigan,USA,82,230,FALSE,TRUE,FALSE,1998,2,58,
1800,Damon,Jones,Damon Jones,25/8/1976,Houston,USA,75,195,TRUE,FALSE,FALSE,-1,-1,-1,
1801,Jonathan,Kerner,Jonathan Kerner,6/6/1974,East Carolina,USA,83,245,FALSE,FALSE,TRUE,-1,-1,-1,
1802,Brad,Miller,Brad Miller,12/4/1976,Purdue,USA,84,261,FALSE,TRUE,TRUE,-1,-1,-1,
1806,James,Blackwell,James Blackwell,25/2/1968,Dartmouth,USA,72,190,TRUE,FALSE,FALSE,-1,-1,-1,
1814,Chris,Smith,Chris Smith,17/5/1970,Connecticut,USA,75,190,TRUE,FALSE,FALSE,1992,2,34,
1817,Adonis,Jordan,Adonis Jordan,21/8/1970,Kansas,USA,71,170,TRUE,FALSE,FALSE,1993,2,42,
1819,John,Turner,John Turner,30/11/1967,Phillips,USA,80,245,FALSE,TRUE,FALSE,1991,1,20,
1820,Kelly,McCarty,Kelly McCarty,24/8/1975,Southern Mississippi,USA,79,200,TRUE,TRUE,FALSE,-1,-1,-1,
1821,Mark,Randall,Mark Randall,30/9/1967,Kansas,USA,80,235,FALSE,TRUE,FALSE,1991,1,26,
1823,Makhtar,N'diaye,Makhtar N'diaye,12/12/1973,North Carolina,Senegal,80,1823,FALSE,TRUE,FALSE,-22,-22,-22,
1824,Peter,Aluma,Peter Aluma,26/4/1973,Liberty,USA,82,260,FALSE,FALSE,TRUE,-1,-1,-1,
1829,Ike,Fontaine,Ike Fontaine,16/4/1975,Washington State,USA,,,,,,-1,-1,-1,
1831,Marlon,Garnett,Marlon Garnett,3/7/1975,Santa Clara,USA,74,186,TRUE,FALSE,FALSE,-1,-1,-1,
1838,Tyrone,Nesby,Tyrone Nesby,31/1/1976,UNLV,USA,78,245,TRUE,TRUE,FALSE,-1,-1,-1,
1839,Randy,White,Randy White,4/11/1967,Louisiana Tech,USA,80,240,FALSE,TRUE,FALSE,1989,1,8,
1844,Fred,Vinson,Fred Vinson,28/1/1971,Georgia Tech,USA,76,190,TRUE,FALSE,FALSE,-1,-1,-1,
1845,Andrew,Gaze,Andrew Gaze,24/7/1965,Seton Hall,USA,,,,,,-1,-1,-1,
1846,Chris,Welp,Chris Welp,2/1/1964,Washington,USA,84,245,FALSE,FALSE,TRUE,1987,1,16,
1847,Thurl,Bailey,Thurl Bailey,7/4/1961,North Carolina State,USA,83,247,FALSE,TRUE,FALSE,1983,1,7,
1848,Mike,Higgins,Mike Higgins,17/2/1967,Northern Colorado,USA,81,220,FALSE,TRUE,FALSE,-1,-1,-1,
1852,Jeff,Sheppard,Jeff Sheppard,29/12/1974,Kentucky,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1,
1853,Anthony,Carter,Anthony Carter,16/6/1975,Hawaii,USA,73,1853,FALSE,FALSE,FALSE,-22,-22,-22,
1855,Mark,Macon,Mark Macon,14/4/1969,Temple,USA,76,185,TRUE,FALSE,FALSE,1991,1,8,
1858,Mark,Baker,Mark Baker,11/11/1969,Ohio State,USA,73,175,TRUE,FALSE,FALSE,-1,-1,-1,
1861,Negele,Knight,Negele Knight,3/3/1967,Dayton,USA,73,175,TRUE,FALSE,FALSE,1990,2,31,
1863,Earl,Boykins,Earl Boykins,2/6/1976,Eastern Michigan,USA,65,133,TRUE,FALSE,FALSE,-1,-1,-1,
1864,Steve,Goodrich,Steve Goodrich,18/3/1976,Princeton,USA,82,220,FALSE,FALSE,TRUE,-1,-1,-1,
1868,Trevor,Winter,Trevor Winter,7/1/1974,Minnesota,USA,84,275,FALSE,FALSE,TRUE,-1,-1,-1,
1869,Charles R.,Jones,Charles R. Jones,17/7/1975,Long Island-Brooklyn,USA,75,180,TRUE,FALSE,FALSE,-1,-1,-1,
1871,Gerald,Brown,Gerald Brown,28/7/1975,Pepperdine,USA,76,210,TRUE,FALSE,FALSE,-1,-1,-1,
1872,Randell,Jackson,Randell Jackson,6/1/1976,Florida State,USA,83,215,FALSE,TRUE,FALSE,1999,,,
1874,Jeff,Sanders,Jeff Sanders,14/1/1966,Georgia Southern,USA,80,225,FALSE,TRUE,FALSE,1989,1,20,
1882,Elton,Brand,Elton Brand,11/3/1979,Duke,USA,81,1882,FALSE,TRUE,FALSE,1999,1,1,
1883,Steve,Francis,Steve Francis,21/2/1977,Maryland,USA,75,210,TRUE,FALSE,FALSE,1999,1,2,
1884,Baron,Davis,Baron Davis,13/4/1979,UCLA,USA,75,212,TRUE,FALSE,FALSE,1999,1,3,
1885,Lamar,Odom,Lamar Odom,6/11/1979,Rhode Island,USA,82,230,FALSE,TRUE,FALSE,1999,1,4,
1886,Jonathan,Bender,Jonathan Bender,30/1/1981,Picayune HS (MS),USA,84,230,FALSE,TRUE,FALSE,1999,1,5,
1887,Wally,Szczerbiak,Wally Szczerbiak,5/3/1977,Miami (Ohio),USA,79,240,TRUE,TRUE,FALSE,1999,1,6,
1888,Richard,Hamilton,Richard Hamilton,14/2/1978,Connecticut,USA,79,1888,TRUE,FALSE,FALSE,1999,1,7,
1889,Andre,Miller,Andre Miller,19/3/1976,Utah,USA,75,200,TRUE,FALSE,FALSE,1999,1,8,
1890,Shawn,Marion,Shawn Marion,7/5/1978,UNLV,USA,79,228,TRUE,TRUE,FALSE,1999,1,9,
1891,Jason,Terry,Jason Terry,15/9/1977,Arizona,USA,74,185,TRUE,FALSE,FALSE,1999,1,10,
1892,Trajan,Langdon,Trajan Langdon,13/5/1976,Duke,USA,,,,,,1999,1,11,
1893,Aleksandar,Radojevic,Aleksandar Radojevic,8/8/1976,Buducnost,Bosnia and Herzegovina,87,250,FALSE,FALSE,TRUE,1999,1,12,
1894,Corey,Maggette,Corey Maggette,12/11/1979,Duke,USA,78,225,FALSE,TRUE,FALSE,1999,1,13,
1895,William,Avery,William Avery,8/8/1979,Duke,USA,74,180,TRUE,FALSE,FALSE,1999,1,14,
1897,Metta,World Peace,Metta World Peace,13/11/1979,St. John's (NY),USA,79,260,FALSE,TRUE,FALSE,1999,1,16,
1898,Cal,Bowdler,Cal Bowdler,31/3/1977,Old Dominion,USA,82,1898,FALSE,TRUE,FALSE,1999,1,17,
1899,James,Posey,James Posey,13/1/1977,Xavier,USA,80,217,FALSE,TRUE,FALSE,1999,1,18,
1900,Quincy,Lewis,Quincy Lewis,26/6/1977,Minnesota,USA,79,215,TRUE,TRUE,FALSE,1999,1,19,
1901,Dion,Glover,Dion Glover,22/10/1978,Georgia Tech,USA,77,225,TRUE,TRUE,FALSE,1999,1,20,
1902,Jeff,Foster,Jeff Foster,16/1/1977,Southwest Texas State,USA,83,250,FALSE,TRUE,TRUE,1999,1,21,
1903,Kenny,Thomas,Kenny Thomas,25/7/1977,New Mexico,USA,79,245,FALSE,TRUE,TRUE,1999,1,22,
1904,Devean,George,Devean George,29/8/1977,Augsburg,USA,80,235,FALSE,TRUE,FALSE,1999,1,23,
1905,Andrei,Kirilenko,Andrei Kirilenko,18/2/1981,CSKA Moscow,Russia,81,235,FALSE,TRUE,FALSE,1999,1,24,
1906,Tim,James,Tim James,25/12/1976,Miami,USA,79,214,FALSE,TRUE,FALSE,1999,1,25,
1907,Vonteego,Cummings,Vonteego Cummings,29/2/1976,Pittsburgh,USA,,1907,FALSE,FALSE,FALSE,1999,1,26,
1908,Jumaine,Jones,Jumaine Jones,10/2/1979,Georgia,USA,80,230,FALSE,TRUE,FALSE,1999,1,27,
1909,Scott,Padgett,Scott Padgett,19/4/1976,Kentucky,USA,81,240,FALSE,TRUE,FALSE,1999,1,28,
1910,Leon,Smith,Leon Smith,2/11/1980,Martin Luther King HS (IL),USA,82,235,FALSE,TRUE,FALSE,1999,1,29,
1911,John,Celestand,John Celestand,6/3/1977,Villanova,USA,75,1911,TRUE,FALSE,FALSE,1999,2,30,
1913,Michael,Ruffin,Michael Ruffin,21/1/1977,Tulsa,USA,80,1913,FALSE,TRUE,TRUE,1999,2,32,
1914,Chris,Herren,Chris Herren,27/9/1975,Fresno State,USA,74,190,TRUE,FALSE,FALSE,1999,2,33,
1915,Evan,Eschmeyer,Evan Eschmeyer,30/5/1975,Northwestern,USA,83,250,FALSE,FALSE,TRUE,1999,2,34,
1916,Calvin,Booth,Calvin Booth,7/5/1976,Penn State,USA,83,230,FALSE,FALSE,TRUE,1999,2,35,
1917,Wang,Zhi-zhi,Wang Zhi-zhi,8/7/1977,Bayi,China,85,284,FALSE,FALSE,TRUE,1999,2,36,
1918,Obinna,Ekezie,Obinna Ekezie,22/8/1975,Maryland,Nigeria,81,270,FALSE,FALSE,TRUE,1999,2,37,
1919,Laron,Profit,Laron Profit,5/8/1977,Maryland,USA,77,204,TRUE,TRUE,FALSE,1999,2,38,
1920,A.J.,Bramlett,A.J. Bramlett,10/1/1977,Arizona,USA,82,227,FALSE,FALSE,TRUE,1999,2,39,
1921,Gordan,Giricek,Gordan Giricek,20/6/1977,CSKA Moscow,Croatia,78,220,TRUE,FALSE,FALSE,1999,2,40,
1922,Francisco,Elson,Francisco Elson,28/2/1976,California,Netherlands,84,1922,FALSE,FALSE,FALSE,1999,2,41,
1924,Lee,Nailon,Lee Nailon,22/2/1975,TCU,USA,81,241,FALSE,TRUE,FALSE,1999,2,43,
1926,Ryan,Robertson,Ryan Robertson,2/10/1976,Kansas,USA,77,190,TRUE,FALSE,FALSE,1999,2,45,
1928,Todd,MacCulloch,Todd MacCulloch,27/1/1976,Washington,Canada,84,280,FALSE,FALSE,TRUE,1999,2,47,
1929,Galen,Young,Galen Young,,,,,,,,,,,,
1930,Lari,Ketner,Lari Ketner,1/2/1977,Massachusetts,USA,,,FALSE,TRUE,FALSE,1999,2,49,
1934,Rodney,Buford,Rodney Buford,2/11/1977,Creighton,USA,77,1934,TRUE,TRUE,FALSE,1999,2,53,
1937,Tim,Young,Tim Young,6/2/1976,Stanford,USA,86,1937,FALSE,FALSE,TRUE,1999,2,56,
1938,Manu,Ginobili,Manu Ginobili,28/7/1977,Virtus Bologna,Argentina,78,205,TRUE,FALSE,FALSE,1999,2,57,
1942,Harold,Jamison,Harold Jamison,20/11/1976,Clemson,USA,81,269,FALSE,TRUE,FALSE,-1,-1,-1,
1943,Wayne,Turner,Wayne Turner,22/3/1976,Kentucky,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1,
1944,Eddie,Robinson,Eddie Robinson,19/4/1976,Central Oklahoma,USA,81,1944,FALSE,TRUE,FALSE,-22,-22,-22,
1950,Andy,Panko,Andy Panko,29/11/1977,Lebanon Valley,USA,81,245,FALSE,TRUE,FALSE,-1,-1,-1,
1952,Raja,Bell,Raja Bell,19/9/1976,Florida International,US Virgin Islands,77,210,TRUE,FALSE,FALSE,-1,-1,-1,
1953,Lazaro,Borrell,Lazaro Borrell,20/9/1972,Villa Clara,Cuba,80,220,FALSE,TRUE,FALSE,-1,-1,-1,
1954,Jason,Miskiri,Jason Miskiri,19/8/1975,George Mason,USA,74,185,TRUE,FALSE,FALSE,-1,-1,-1,
1956,Ira,Newble,Ira Newble,20/1/1975,Miami (Ohio),USA,79,220,TRUE,TRUE,FALSE,-1,-1,-1,
1960,Milt,Palacio,Milt Palacio,7/2/1978,Colorado State,Belize,76,210,TRUE,FALSE,FALSE,-1,-1,-1,
1965,Rick,Hughes,Rick Hughes,22/8/1973,Thomas More,USA,81,235,FALSE,TRUE,FALSE,-1,-1,-1,
1967,Derek,Hood,Derek Hood,22/12/1976,Arkansas,USA,80,222,FALSE,TRUE,FALSE,-1,-1,-1,
1969,Peter,Cornell,Peter Cornell,,,,,,,,,,,,
1972,John,Morton,John Morton,18/5/1967,Seton Hall,USA,75,180,FALSE,TRUE,FALSE,1989,1,25,
1975,Jamel,Thomas,Jamel Thomas,19/7/1976,Providence,USA,78,219,FALSE,TRUE,FALSE,-1,-1,-1,
1983,Jermaine,Jackson,Jermaine Jackson,7/6/1976,Detroit,USA,77,204,TRUE,FALSE,FALSE,-1,-1,-1,
1984,Rickie,Winslow,Rickie Winslow,26/7/1964,Houston,USA,80,225,FALSE,TRUE,FALSE,1987,2,28,
1985,Zendon,Hamilton,Zendon Hamilton,29/4/1975,St. John's (NY),USA,83,1985,FALSE,FALSE,FALSE,-22,-22,-22,
2000,Dedric,Willoughby,Dedric Willoughby,27/5/1974,Iowa State,USA,75,180,TRUE,FALSE,FALSE,-1,-1,-1,
2030,Kenyon,Martin,Kenyon Martin,30/12/1977,Cincinnati,USA,81,225,FALSE,TRUE,FALSE,2000,1,1,
2031,Stromile,Swift,Stromile Swift,21/11/1979,Louisiana State,USA,82,220,FALSE,TRUE,TRUE,2000,1,2,
2032,Darius,Miles,Darius Miles,9/10/1981,East St. Louis HS (IL),USA,81,235,FALSE,TRUE,FALSE,2000,1,3,
2033,Marcus,Fizer,Marcus Fizer,10/8/1978,Iowa State,USA,,,,,,2000,1,4,
2034,Mike,Miller,Mike Miller,19/2/1980,Florida,USA,80,218,TRUE,TRUE,FALSE,2000,1,5,
2035,DerMarr,Johnson,DerMarr Johnson,5/5/1980,Cincinnati,USA,81,210,TRUE,TRUE,FALSE,2000,1,6,
2036,Chris,Mihm,Chris Mihm,16/7/1979,Texas,USA,84,2036,FALSE,FALSE,TRUE,2000,1,7,
2037,Jamal,Crawford,Jamal Crawford,20/3/1980,Michigan,USA,77,200,TRUE,FALSE,FALSE,2000,1,8,
2038,Joel,Przybilla,Joel Przybilla,10/10/1979,Minnesota,USA,85,245,FALSE,FALSE,TRUE,2000,1,9,
2039,Keyon,Dooling,Keyon Dooling,8/5/1980,Missouri,USA,75,195,TRUE,FALSE,FALSE,2000,1,10,
2040,Jerome,Moiso,Jerome Moiso,15/6/1978,UCLA,France,82,260,FALSE,TRUE,FALSE,2000,1,11,
2041,Etan,Thomas,Etan Thomas,1/4/1978,Syracuse,USA,82,260,FALSE,FALSE,TRUE,2000,1,12,
2042,Courtney,Alexander,Courtney Alexander,27/4/1977,Fresno State,USA,77,2042,TRUE,FALSE,FALSE,2000,1,13,
2043,Mateen,Cleaves,Mateen Cleaves,7/9/1977,Michigan State,USA,74,210,TRUE,FALSE,FALSE,2000,1,14,
2044,Jason,Collier,Jason Collier,8/9/1977,Georgia Tech,USA,84,260,FALSE,FALSE,TRUE,2000,1,15,
2045,Hedo,Turkoglu,Hedo Turkoglu,19/3/1979,Efes Pilsen,Turkey,82,220,FALSE,TRUE,FALSE,2000,1,16,
2046,Desmond,Mason,Desmond Mason,11/10/1977,Oklahoma State,USA,77,222,TRUE,FALSE,FALSE,2000,1,17,
2047,Quentin,Richardson,Quentin Richardson,13/4/1980,DePaul,USA,78,228,FALSE,TRUE,FALSE,2000,1,18,
2048,Jamaal,Magloire,Jamaal Magloire,21/5/1978,Kentucky,Canada,83,2048,FALSE,FALSE,TRUE,2000,1,19,
2049,Speedy,Claxton,Speedy Claxton,8/5/1978,Hofstra,USA,71,170,TRUE,FALSE,FALSE,2000,1,20,
2050,Morris,Peterson,Morris Peterson,26/8/1977,Michigan State,USA,79,2050,FALSE,FALSE,FALSE,2000,1,21,
