Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length
Dejounte Murray,Dejounte Murray,2017,2025,G,5-Jun,180,9/19/1996,19/9/1996,1996,29,Washington,https://www.basketball-reference.com/players/m/murrade01.html,murrade01,1996,29,8
DeJuan Blair,DeJuan Blair,2010,2016,F-C,7-Jun,270,4/22/1989,22/4/1989,1989,27,Pitt,https://www.basketball-reference.com/players/b/blairde01.html,blairde01,1989,27,6
DeJuan Wheat,DeJuan Wheat,1998,1999,G,Jun-00,165,10/14/1973,14/10/1973,1973,26,Louisville,https://www.basketball-reference.com/players/w/wheatde01.html,wheatde01,1973,26,1
Del Beshore,Del Beshore,1979,1980,G,11-May,165,11/29/1956,29/11/1956,1956,24,California University of Pennslyvania,https://www.basketball-reference.com/players/b/beshode01.html,beshode01,1956,24,1
Delaney Rudd,Delaney Rudd,1990,1993,G,2-Jun,180,11/8/1962,8/11/1962,1962,31,Wake Forest,https://www.basketball-reference.com/players/r/ruddde01.html,ruddde01,1962,31,3
John Starks,John Starks,1989,2002,G,5-Jun,180,8/10/1965,10/8/1965,1965,37,"Northern Oklahoma College, Oklahoma Junior College, Oklahoma State",https://www.basketball-reference.com/players/s/starkjo01.html,starkjo01,1965,37,13
Dell Demps,Dell Demps,1994,1997,G,3-Jun,205,2/12/1970,12/2/1970,1970,27,University of the Pacific,https://www.basketball-reference.com/players/d/dempsde01.html,dempsde01,1970,27,3
Delon Wright,Delon Wright,2016,2025,G,5-Jun,185,4/26/1992,26/4/1992,1992,33,Utah,https://www.basketball-reference.com/players/w/wrighde01.html,wrighde01,1992,33,9
Delonte West,Delonte West,2005,2012,G,4-Jun,180,7/26/1983,26/7/1983,1983,29,Saint Joseph's,https://www.basketball-reference.com/players/w/westde01.html,westde01,1983,29,7
Jon Barry,Jon Barry,1993,2006,G,4-Jun,195,7/25/1969,25/7/1969,1969,37,"University of the Pacific, Georgia Tech",https://www.basketball-reference.com/players/b/barryjo01.html,barryjo01,1969,37,13
DeMarco Johnson,DeMarco Johnson,2000,2000,F,9-Jun,245,10/6/1975,6/10/1975,1975,25,UNC Charlotte,https://www.basketball-reference.com/players/j/johnsde02.html,johnsde02,1975,25,0
DeMarcus Cousins,DeMarcus Cousins,2011,2022,C-F,10-Jun,270,8/13/1990,13/8/1990,1990,32,Kentucky,https://www.basketball-reference.com/players/c/couside01.html,couside01,1990,32,11
DeMarcus Nelson,DeMarcus Nelson,2009,2009,G,4-Jun,200,11/2/1985,2/11/1985,1985,24,Duke,https://www.basketball-reference.com/players/n/nelsode01.html,nelsode01,1985,24,0
Julius Erving*,Julius Erving,1972,1987,F-G,7-Jun,210,2/22/1950,22/2/1950,1950,37,UMass,https://www.basketball-reference.com/players/e/ervinju01.html,ervinju01,1950,37,15
Demetris Nichols,Demetris Nichols,2008,2009,F,8-Jun,216,9/4/1984,4/9/1984,1984,25,Syracuse,https://www.basketball-reference.com/players/n/nichode01.html,nichode01,1984,25,1
Demetrius Calip,Demetrius Calip,1992,1992,G,1-Jun,165,11/18/1969,18/11/1969,1969,23,Michigan,https://www.basketball-reference.com/players/c/calipde01.html,calipde01,1969,23,0
Demetrius Jackson,Demetrius Jackson,2017,2019,G,1-Jun,201,9/7/1994,7/9/1994,1994,25,Notre Dame,https://www.basketball-reference.com/players/j/jacksde01.html,jacksde01,1994,25,2
Deng Adel,Deng Adel,2019,2019,F,7-Jun,200,2/1/1997,1/2/1997,1997,22,Louisville,https://www.basketball-reference.com/players/a/adelde01.html,adelde01,1997,22,0
Deng Gai,Deng Gai,2006,2006,F,9-Jun,250,3/22/1982,22/3/1982,1982,24,Fairfield,https://www.basketball-reference.com/players/g/gaide01.html,gaide01,1982,24,0
Deni Avdija,Deni Avdija,2021,2025,G-F,9-Jun,210,1/3/2001,3/1/2001,2001,24,,https://www.basketball-reference.com/players/a/avdijde01.html,avdijde01,2001,24,4
Kendall Gill,Kendall Gill,1991,2005,G,5-Jun,195,5/25/1968,25/5/1968,1968,37,Illinois,https://www.basketball-reference.com/players/g/gillke01.html,gillke01,1968,37,14
Dennis Bell,Dennis Bell,1974,1976,F,5-Jun,185,6/2/1951,2/6/1951,1951,25,Drake University,https://www.basketball-reference.com/players/b/bellde01.html,bellde01,1951,25,2
Dennis Boyd,Dennis Boyd,1979,1979,G,1-Jun,175,5/21/1954,21/5/1954,1954,25,Detroit Mercy,https://www.basketball-reference.com/players/b/boydde01.html,boydde01,1954,25,0
Dennis DuVal,Dennis DuVal,1975,1976,G,3-Jun,175,3/31/1952,31/3/1952,1952,24,Syracuse,https://www.basketball-reference.com/players/d/duvalde01.html,duvalde01,1952,24,1
Dennis Grey,Dennis Grey,1969,1970,C-F,8-Jun,215,8/26/1947,26/8/1947,1947,23,California Western Uiversity,https://www.basketball-reference.com/players/g/greyde01.html,greyde01,1947,23,1
Dennis Hamilton,Dennis Hamilton,1968,1971,F,8-Jun,210,5/8/1944,8/5/1944,1944,27,Arizona State,https://www.basketball-reference.com/players/h/hamilde01.html,hamilde01,1944,27,3
Dennis Holman,Dennis Holman,1968,1968,G,3-Jun,175,10/8/1945,8/10/1945,1945,23,SMU,https://www.basketball-reference.com/players/h/holmade01.html,holmade01,1945,23,0
Dennis Hopson,Dennis Hopson,1988,1992,G-F,5-Jun,200,4/22/1965,22/4/1965,1965,27,Ohio State,https://www.basketball-reference.com/players/h/hopsode01.html,hopsode01,1965,27,4
Dennis Horner,Dennis Horner,2012,2012,F,9-Jun,230,2/5/1988,5/2/1988,1988,24,NC State,https://www.basketball-reference.com/players/h/hornede01.html,hornede01,1988,24,0
Kermit Washington,Kermit Washington,1974,1988,F-C,8-Jun,230,9/17/1951,17/9/1951,1951,37,American University,https://www.basketball-reference.com/players/w/washike01.html,washike01,1951,37,14
Dennis Nutt,Dennis Nutt,1987,1987,G,2-Jun,170,3/25/1963,25/3/1963,1963,24,TCU,https://www.basketball-reference.com/players/n/nuttde01.html,nuttde01,1963,24,0
Kevin Durant,Kevin Durant,2008,2025,F-G,11-Jun,240,9/29/1988,29/9/1988,1988,37,Texas,https://www.basketball-reference.com/players/d/duranke01.html,duranke01,1988,37,17
Dennis Schröder,Dennis Schröder,2014,2025,G,1-Jun,172,9/15/1993,15/9/1993,1993,32,,https://www.basketball-reference.com/players/s/schrode01.html,schrode01,1993,32,11
Dennis Scott,Dennis Scott,1991,2000,F,8-Jun,229,9/5/1968,5/9/1968,1968,32,Georgia Tech,https://www.basketball-reference.com/players/s/scottde01.html,scottde01,1968,32,9
Dennis Smith Jr.,Dennis Smith Jr.,2018,2024,G,2-Jun,205,11/25/1997,25/11/1997,1997,27,NC State,https://www.basketball-reference.com/players/s/smithde03.html,smithde03,1997,27,6
Dennis Stewart,Dennis Stewart,1971,1971,F,6-Jun,220,4/11/1947,11/4/1947,1947,24,Michigan,https://www.basketball-reference.com/players/s/stewade01.html,stewade01,1947,24,0
Dennis Van Zant,Dennis Van Zant,1976,1976,F,9-Jun,210,6/1/1952,1/6/1952,1952,24,Azusa Pacific University,https://www.basketball-reference.com/players/v/vanzade01.html,vanzade01,1952,24,0
Dennis Wuycik,Dennis Wuycik,1973,1975,F,6-Jun,215,3/29/1950,29/3/1950,1950,25,UNC,https://www.basketball-reference.com/players/w/wuycide01.html,wuycide01,1950,25,2
Denzel Valentine,Denzel Valentine,2017,2022,G,4-Jun,220,11/16/1993,16/11/1993,1993,29,Michigan State,https://www.basketball-reference.com/players/v/valende01.html,valende01,1993,29,5
Deonte Burton,Deonte Burton,2019,2023,G,4-Jun,240,1/31/1994,31/1/1994,1994,29,"Marquette, Iowa State",https://www.basketball-reference.com/players/b/burtode02.html,burtode02,1994,29,4
DeQuan Jones,DeQuan Jones,2013,2013,F,8-Jun,221,6/20/1990,20/6/1990,1990,23,Miami (FL),https://www.basketball-reference.com/players/j/jonesde01.html,jonesde01,1990,23,0
Dereck Lively II,Dereck Lively II,2024,2025,C,1-Jul,230,2/12/2004,12/2/2004,2004,21,Duke,https://www.basketball-reference.com/players/l/livelde01.html,livelde01,2004,21,1
Kevin Love,Kevin Love,2009,2025,F-C,8-Jun,251,9/7/1988,7/9/1988,1988,37,UCLA,https://www.basketball-reference.com/players/l/loveke01.html,loveke01,1988,37,16
Kurt Rambis,Kurt Rambis,1982,1995,F,8-Jun,213,2/25/1958,25/2/1958,1958,37,Santa Clara,https://www.basketball-reference.com/players/r/rambiku01.html,rambiku01,1958,37,13
Derek Grimm,Derek Grimm,1998,1998,F,9-Jun,230,8/3/1974,3/8/1974,1974,24,Missouri,https://www.basketball-reference.com/players/g/grimmde01.html,grimmde01,1974,24,0
LaMarcus Aldridge,LaMarcus Aldridge,2007,2022,F-C,11-Jun,250,7/19/1985,19/7/1985,1985,37,Texas,https://www.basketball-reference.com/players/a/aldrila01.html,aldrila01,1985,37,15
Derek Hood,Derek Hood,2000,2000,F,8-Jun,222,12/22/1976,22/12/1976,1976,24,Arkansas,https://www.basketball-reference.com/players/h/hoodde01.html,hoodde01,1976,24,0
Derek Smith,Derek Smith,1983,1991,G-F,6-Jun,205,11/1/1961,1/11/1961,1961,30,Louisville,https://www.basketball-reference.com/players/s/smithde02.html,smithde02,1961,30,8
Derek Strong,Derek Strong,1992,2001,F,8-Jun,220,2/9/1968,9/2/1968,1968,33,Xavier,https://www.basketball-reference.com/players/s/stronde01.html,stronde01,1968,33,9
Dereon Seabron,Dereon Seabron,2023,2024,G,7-Jun,180,5/26/2000,26/5/2000,2000,24,NC State,https://www.basketball-reference.com/players/s/seabrde01.html,seabrde01,2000,24,1
DerMarr Johnson,DerMarr Johnson,2001,2008,F,9-Jun,201,5/5/1980,5/5/1980,1980,28,Cincinnati,https://www.basketball-reference.com/players/j/johnsde03.html,johnsde03,1980,28,7
Dermie O'Connell,Dermie O'Connell,1949,1950,G,Jun-00,174,4/13/1928,13/4/1928,1928,22,Holy Cross,https://www.basketball-reference.com/players/o/oconnde01.html,oconnde01,1928,22,1
Deron Williams,Deron Williams,2006,2017,G,3-Jun,200,6/26/1984,26/6/1984,1984,33,Illinois,https://www.basketball-reference.com/players/w/willide01.html,willide01,1984,33,11
Derrek Dickey,Derrek Dickey,1974,1978,F,7-Jun,218,3/20/1951,20/3/1951,1951,27,Cincinnati,https://www.basketball-reference.com/players/d/dickede01.html,dickede01,1951,27,4
Derrick Alston,Derrick Alston,1995,1997,F,11-Jun,225,8/20/1972,20/8/1972,1972,25,Duquesne,https://www.basketball-reference.com/players/a/alstode01.html,alstode01,1972,25,2
Derrick Brown,Derrick Brown,2010,2012,F,7-Jun,225,9/8/1987,8/9/1987,1987,25,Xavier,https://www.basketball-reference.com/players/b/brownde04.html,brownde04,1987,25,2
Derrick Byars,Derrick Byars,2012,2012,F,7-Jun,220,4/25/1984,25/4/1984,1984,28,"Virginia, Vanderbilt",https://www.basketball-reference.com/players/b/byarsde01.html,byarsde01,1984,28,0
Derrick Caracter,Derrick Caracter,2011,2011,F,9-Jun,275,5/4/1988,4/5/1988,1988,23,"Louisville, Texas-El Paso",https://www.basketball-reference.com/players/c/caracde01.html,caracde01,1988,23,0
Derrick Chievous,Derrick Chievous,1989,1991,F,7-Jun,195,7/3/1967,3/7/1967,1967,24,Missouri,https://www.basketball-reference.com/players/c/chievde01.html,chievde01,1967,24,2
Larry Costello*,Larry Costello,1955,1968,G,1-Jun,186,7/2/1931,2/7/1931,1931,37,Niagara University,https://www.basketball-reference.com/players/c/costela01.html,costela01,1931,37,13
Derrick Dial,Derrick Dial,2000,2004,G,4-Jun,184,12/20/1975,20/12/1975,1975,29,Eastern Michigan,https://www.basketball-reference.com/players/d/dialde01.html,dialde01,1975,29,4
Derrick Favors,Derrick Favors,2011,2022,F-C,9-Jun,265,7/15/1991,15/7/1991,1991,31,Georgia Tech,https://www.basketball-reference.com/players/f/favorde01.html,favorde01,1991,31,11
Derrick Gervin,Derrick Gervin,1990,1991,F,8-Jun,200,3/28/1963,28/3/1963,1963,28,Texas-San Antonio,https://www.basketball-reference.com/players/g/gervide01.html,gervide01,1963,28,1
Derrick Jones Jr.,Derrick Jones Jr.,2017,2025,F,5-Jun,210,2/15/1997,15/2/1997,1997,28,UNLV,https://www.basketball-reference.com/players/j/jonesde02.html,jonesde02,1997,28,8
Luis Scola,Luis Scola,2008,2017,F,9-Jun,240,4/30/1980,30/4/1980,1980,37,,https://www.basketball-reference.com/players/s/scolalu01.html,scolalu01,1980,37,9
Derrick Phelps,Derrick Phelps,1995,1995,G,4-Jun,181,7/31/1972,31/7/1972,1972,23,UNC,https://www.basketball-reference.com/players/p/phelpde01.html,phelpde01,1972,23,0
Magic Johnson*,Magic Johnson,1980,1996,G-F,9-Jun,215,8/14/1959,14/8/1959,1959,37,Michigan State,https://www.basketball-reference.com/players/j/johnsma02.html,johnsma02,1959,37,16
Derrick Rowland,Derrick Rowland,1986,1986,G,5-Jun,195,6/21/1959,21/6/1959,1959,27,State University of New York at Potsdam,https://www.basketball-reference.com/players/r/rowlade01.html,rowlade01,1959,27,0
Derrick Walton,Derrick Walton,2018,2022,G,Jun-00,189,4/3/1995,3/4/1995,1995,27,Michigan,https://www.basketball-reference.com/players/w/waltode01.html,waltode01,1995,27,4
Derrick White,Derrick White,2018,2025,G,4-Jun,190,7/2/1994,2/7/1994,1994,31,"Colorado-Colorado Springs, Colorado",https://www.basketball-reference.com/players/w/whitede01.html,whitede01,1994,31,7
Derrick Williams,Derrick Williams,2012,2018,F,8-Jun,240,5/25/1991,25/5/1991,1991,27,Arizona,https://www.basketball-reference.com/players/w/willide02.html,willide02,1991,27,6
Derrick Zimmerman,Derrick Zimmerman,2006,2006,G,3-Jun,195,12/2/1981,2/12/1981,1981,25,Mississippi State,https://www.basketball-reference.com/players/z/zimmede01.html,zimmede01,1981,25,0
DeSagana Diop,DeSagana Diop,2002,2013,C,Jul-00,300,1/30/1982,30/1/1982,1982,31,,https://www.basketball-reference.com/players/d/diopde01.html,diopde01,1982,31,11
DeShawn Stevenson,DeShawn Stevenson,2001,2013,G,5-Jun,210,4/3/1981,3/4/1981,1981,32,,https://www.basketball-reference.com/players/s/stevede01.html,stevede01,1981,32,12
Desmon Farmer,Desmon Farmer,2007,2009,G,5-Jun,220,10/7/1981,7/10/1981,1981,28,USC,https://www.basketball-reference.com/players/f/farmede01.html,farmede01,1981,28,2
Desmond Bane,Desmond Bane,2021,2025,G,5-Jun,215,6/25/1998,25/6/1998,1998,27,TCU,https://www.basketball-reference.com/players/b/banede01.html,banede01,1998,27,4
Desmond Ferguson,Desmond Ferguson,2004,2004,G-F,7-Jun,203,7/22/1977,22/7/1977,1977,27,"Missouri, Detroit Mercy",https://www.basketball-reference.com/players/f/fergude01.html,fergude01,1977,27,0
Desmond Mason,Desmond Mason,2001,2010,F,7-Jun,224,10/11/1977,11/10/1977,1977,33,Oklahoma State,https://www.basketball-reference.com/players/m/masonde01.html,masonde01,1977,33,9
Desmond Penigar,Desmond Penigar,2004,2004,F,7-Jun,245,7/16/1981,16/7/1981,1981,23,Utah State University,https://www.basketball-reference.com/players/p/penigde01.html,penigde01,1981,23,0
Matt Barnes,Matt Barnes,2004,2017,F,7-Jun,226,3/9/1980,9/3/1980,1980,37,UCLA,https://www.basketball-reference.com/players/b/barnema02.html,barnema02,1980,37,13
DeVaughn Akoon-Purcell,DeVaughn Akoon-Purcell,2019,2019,G,6-Jun,200,6/5/1993,5/6/1993,1993,26,Illinois State,https://www.basketball-reference.com/players/a/akoonde01.html,akoonde01,1993,26,0
Devean George,Devean George,2000,2010,G-F,8-Jun,220,8/29/1977,29/8/1977,1977,33,Augsburg College,https://www.basketball-reference.com/players/g/georgde01.html,georgde01,1977,33,10
Devin Booker,Devin Booker,2016,2025,G,6-Jun,206,10/30/1996,30/10/1996,1996,29,Kentucky,https://www.basketball-reference.com/players/b/bookede01.html,bookede01,1996,29,9
Devin Brown,Devin Brown,2003,2010,G,5-Jun,220,12/30/1978,30/12/1978,1978,32,Texas-San Antonio,https://www.basketball-reference.com/players/b/brownde02.html,brownde02,1978,32,7
Devin Cannady,Devin Cannady,2021,2022,G,2-Jun,183,5/21/1996,21/5/1996,1996,26,Princeton,https://www.basketball-reference.com/players/c/cannade01.html,cannade01,1996,26,1
Devin Carter,Devin Carter,2025,2025,G,2-Jun,195,3/18/2002,18/3/2002,2002,23,"South Carolina, Providence",https://www.basketball-reference.com/players/c/cartede02.html,cartede02,2002,23,0
Devin Durrant,Devin Durrant,1985,1986,F,7-Jun,200,10/20/1960,20/10/1960,1960,26,BYU,https://www.basketball-reference.com/players/d/durrade01.html,durrade01,1960,26,1
Devin Ebanks,Devin Ebanks,2011,2013,F,9-Jun,215,10/28/1989,28/10/1989,1989,24,West Virginia,https://www.basketball-reference.com/players/e/ebankde01.html,ebankde01,1989,24,2
Devin Gray,Devin Gray,1997,2000,F,7-Jun,240,5/31/1972,31/5/1972,1972,28,Clemson,https://www.basketball-reference.com/players/g/grayde01.html,grayde01,1972,28,3
Devin Green,Devin Green,2006,2006,G,7-Jun,210,10/25/1982,25/10/1982,1982,24,Hampton,https://www.basketball-reference.com/players/g/greende01.html,greende01,1982,24,0
Maurice Cheeks*,Maurice Cheeks,1979,1993,G,1-Jun,180,9/8/1956,8/9/1956,1956,37,West Texas A&M University,https://www.basketball-reference.com/players/c/cheekma01.html,cheekma01,1956,37,14
Devin Robinson,Devin Robinson,2018,2019,F,8-Jun,200,3/7/1995,7/3/1995,1995,24,Florida,https://www.basketball-reference.com/players/r/robinde01.html,robinde01,1995,24,1
Devin Vassell,Devin Vassell,2021,2025,G-F,5-Jun,200,8/23/2000,23/8/2000,2000,25,Florida State,https://www.basketball-reference.com/players/v/vassede01.html,vassede01,2000,25,4
Devon Dotson,Devon Dotson,2021,2023,G,2-Jun,185,8/2/1999,2/8/1999,1999,24,Kansas,https://www.basketball-reference.com/players/d/dotsode01.html,dotsode01,1999,24,2
Devon Hall,Devon Hall,2020,2020,G,2-Jun,215,7/7/1995,7/7/1995,1995,25,Virginia,https://www.basketball-reference.com/players/h/hallde01.html,hallde01,1995,25,0
Devontae Cacok,Devontae Cacok,2020,2022,F,7-Jun,240,10/8/1996,8/10/1996,1996,26,UNC Wilmington,https://www.basketball-reference.com/players/c/cacokde01.html,cacokde01,1996,26,2
Devonte' Graham,Devonte' Graham,2019,2024,G,1-Jun,195,2/22/1995,22/2/1995,1995,29,Kansas,https://www.basketball-reference.com/players/g/grahade01.html,grahade01,1995,29,5
Devyn Marble,Devyn Marble,2015,2016,G-F,6-Jun,200,9/21/1992,21/9/1992,1992,24,Iowa,https://www.basketball-reference.com/players/m/marblde01.html,marblde01,1992,24,1
Dewan Hernandez,Dewan Hernandez,2020,2020,F,10-Jun,235,12/9/1996,9/12/1996,1996,24,Miami (FL),https://www.basketball-reference.com/players/h/hernade01.html,hernade01,1996,24,0
Michael Curry,Michael Curry,1994,2005,F-G,5-Jun,210,8/22/1968,22/8/1968,1968,37,Georgia Southern University,https://www.basketball-reference.com/players/c/currymi01.html,currymi01,1968,37,11
DeWayne Scales,DeWayne Scales,1981,1984,F,8-Jun,208,12/28/1958,28/12/1958,1958,26,LSU,https://www.basketball-reference.com/players/s/scalede01.html,scalede01,1958,26,3
Dewitt Menyard,Dewitt Menyard,1968,1968,C,10-Jun,210,5/24/1944,24/5/1944,1944,24,"Allan Hancock College, Utah",https://www.basketball-reference.com/players/m/menyade01.html,menyade01,1944,24,0
Dexter Boney,Dexter Boney,1997,1997,G,4-Jun,185,4/27/1970,27/4/1970,1970,27,UNLV,https://www.basketball-reference.com/players/b/boneyde01.html,boneyde01,1970,27,0
Dexter Cambridge,Dexter Cambridge,1993,1993,F,7-Jun,224,1/29/1970,29/1/1970,1970,23,Texas,https://www.basketball-reference.com/players/c/cambrde01.html,cambrde01,1970,23,0
Dexter Dennis,Dexter Dennis,2024,2024,G,5-Jun,210,2/9/1999,9/2/1999,1999,25,"Wichita State, Texas A&M",https://www.basketball-reference.com/players/d/dennide01.html,dennide01,1999,25,0
Dexter Pittman,Dexter Pittman,2011,2014,C,11-Jun,308,3/2/1988,2/3/1988,1988,26,Texas,https://www.basketball-reference.com/players/p/pittmde01.html,pittmde01,1988,26,3
Dexter Shouse,Dexter Shouse,1990,1990,G,2-Jun,200,3/24/1963,24/3/1963,1963,27,University of South Alabama,https://www.basketball-reference.com/players/s/shousde01.html,shousde01,1963,27,0
Dexter Westbrook,Dexter Westbrook,1968,1968,F,8-Jun,190,NA,NA,#VALUE!,#VALUE!,Providence,https://www.basketball-reference.com/players/w/westbde01.html,westbde01,NA,#VALUE!,0
Deyonta Davis,Deyonta Davis,2017,2019,C-F,11-Jun,237,12/2/1996,2/12/1996,1996,23,Michigan State,https://www.basketball-reference.com/players/d/davisde01.html,davisde01,1996,23,2
Diamond Stone,Diamond Stone,2017,2017,C,11-Jun,255,2/10/1997,10/2/1997,1997,20,Maryland,https://www.basketball-reference.com/players/s/stonedi01.html,stonedi01,1997,20,0
Diante Garrett,Diante Garrett,2013,2014,G,4-Jun,190,11/3/1988,3/11/1988,1988,26,Iowa State,https://www.basketball-reference.com/players/g/garredi02.html,garredi02,1988,26,1
Dick Atha,Dick Atha,1956,1958,G,2-Jun,190,9/21/1931,21/9/1931,1931,27,Indiana State University,https://www.basketball-reference.com/players/a/athadi01.html,athadi01,1931,27,2
Michael Finley,Michael Finley,1996,2010,G-F,7-Jun,215,3/6/1973,6/3/1973,1973,37,Wisconsin,https://www.basketball-reference.com/players/f/finlemi01.html,finlemi01,1973,37,14
Dick Bunt,Dick Bunt,1953,1953,G,Jun-00,170,7/13/1930,13/7/1930,1930,23,NYU,https://www.basketball-reference.com/players/b/buntdi01.html,buntdi01,1930,23,0
Dick Clark,Dick Clark,1968,1969,G,4-Jun,190,1/5/1944,5/1/1944,1944,25,Eastern Kentucky University,https://www.basketball-reference.com/players/c/clarkri01.html,clarkri01,1944,25,1
Dick Cunningham,Dick Cunningham,1969,1975,C,10-Jun,245,7/11/1946,11/7/1946,1946,29,Murray State,https://www.basketball-reference.com/players/c/cunnidi01.html,cunnidi01,1946,29,6
Dick Dickey,Dick Dickey,1952,1952,G,1-Jun,175,10/26/1926,26/10/1926,1926,26,NC State,https://www.basketball-reference.com/players/d/dickedi01.html,dickedi01,1926,26,0
Dick Duckett,Dick Duckett,1958,1958,G,1-Jun,185,3/25/1933,25/3/1933,1933,25,St. John's,https://www.basketball-reference.com/players/d/duckedi01.html,duckedi01,1933,25,0
Dick Farley,Dick Farley,1955,1959,G-F,4-Jun,190,4/13/1932,13/4/1932,1932,27,Indiana,https://www.basketball-reference.com/players/f/farledi01.html,farledi01,1932,27,4
Dick Fitzgerald,Dick Fitzgerald,1947,1948,F,2-Jun,175,11/18/1920,18/11/1920,1920,28,Fordham,https://www.basketball-reference.com/players/f/fitzgdi01.html,fitzgdi01,1920,28,1
Dick Garmaker,Dick Garmaker,1956,1961,G-F,3-Jun,200,10/29/1932,29/10/1932,1932,29,"Hibbing Community College, Minnesota",https://www.basketball-reference.com/players/g/garmadi01.html,garmadi01,1932,29,5
Dick Garrett,Dick Garrett,1970,1974,G,3-Jun,185,1/31/1947,31/1/1947,1947,27,Southern Illinois,https://www.basketball-reference.com/players/g/garredi01.html,garredi01,1947,27,4
Dick Gibbs,Dick Gibbs,1972,1976,F-G,5-Jun,210,12/20/1948,20/12/1948,1948,28,Texas-El Paso,https://www.basketball-reference.com/players/g/gibbsdi01.html,gibbsdi01,1948,28,4
Dick Groat,Dick Groat,1953,1953,G,11-May,180,11/4/1930,4/11/1930,1930,23,Duke,https://www.basketball-reference.com/players/g/groatdi01.html,groatdi01,1930,23,0
Dick Grubar,Dick Grubar,1970,1970,G,4-Jun,184,7/26/1947,26/7/1947,1947,23,UNC,https://www.basketball-reference.com/players/g/grubadi01.html,grubadi01,1947,23,0
Dick Hemric,Dick Hemric,1956,1957,F,6-Jun,220,8/29/1933,29/8/1933,1933,24,Wake Forest,https://www.basketball-reference.com/players/h/hemridi01.html,hemridi01,1933,24,1
Dick Holub,Dick Holub,1948,1948,C,6-Jun,205,10/29/1921,29/10/1921,1921,27,Long Island University,https://www.basketball-reference.com/players/h/holubdi01.html,holubdi01,1921,27,0
Dick Knostman,Dick Knostman,1954,1954,C,6-Jun,215,8/9/1931,9/8/1931,1931,23,Kansas State,https://www.basketball-reference.com/players/k/knostdi01.html,knostdi01,1931,23,0
Dick Lee,Dick Lee,1968,1968,F,6-Jun,,NA,NA,#VALUE!,#VALUE!,Washington,https://www.basketball-reference.com/players/l/leedi01.html,leedi01,NA,#VALUE!,0
Mike Dunleavy,Mike Dunleavy,2003,2017,F-G,9-Jun,230,9/15/1980,15/9/1980,1980,37,Duke,https://www.basketball-reference.com/players/d/dunlemi02.html,dunlemi02,1980,37,14
Dick Mehen,Dick Mehen,1950,1952,F-C,5-Jun,195,5/20/1922,20/5/1922,1922,30,Tennessee,https://www.basketball-reference.com/players/m/mehendi01.html,mehendi01,1922,30,2
Dick Miller,Dick Miller,1981,1981,F,6-Jun,215,4/26/1958,26/4/1958,1958,23,Toledo,https://www.basketball-reference.com/players/m/milledi01.html,milledi01,1958,23,0
Dick Murphy,Dick Murphy,1947,1947,G,1-Jun,175,3/10/1921,10/3/1921,1921,26,Manhattan College,https://www.basketball-reference.com/players/m/murphdi01.html,murphdi01,1921,26,0
Dick Nemelka,Dick Nemelka,1971,1971,G,Jun-00,175,10/1/1943,1/10/1943,1943,28,BYU,https://www.basketball-reference.com/players/n/nemeldi01.html,nemeldi01,1943,28,0
Dick O'Keefe,Dick O'Keefe,1948,1951,G-F,2-Jun,185,9/29/1923,29/9/1923,1923,28,Santa Clara,https://www.basketball-reference.com/players/o/okeefdi01.html,okeefdi01,1923,28,3
Dick Ricketts,Dick Ricketts,1956,1958,F-C,7-Jun,215,12/4/1933,4/12/1933,1933,25,Duquesne,https://www.basketball-reference.com/players/r/rickedi01.html,rickedi01,1933,25,2
Dick Rosenthal,Dick Rosenthal,1955,1957,F-G,5-Jun,205,1/20/1930,20/1/1930,1930,27,Notre Dame,https://www.basketball-reference.com/players/r/rosendi01.html,rosendi01,1930,27,2
Dick Schnittker,Dick Schnittker,1951,1958,F,5-Jun,200,5/27/1928,27/5/1928,1928,30,Ohio State,https://www.basketball-reference.com/players/s/schnidi01.html,schnidi01,1928,30,7
Dick Schulz,Dick Schulz,1947,1950,F-G,2-Jun,192,1/3/1917,3/1/1917,1917,33,Wisconsin,https://www.basketball-reference.com/players/s/schuldi01.html,schuldi01,1917,33,3
Dick Shrider,Dick Shrider,1949,1949,G,2-Jun,190,2/7/1923,7/2/1923,1923,26,Ohio University,https://www.basketball-reference.com/players/s/shriddi01.html,shriddi01,1923,26,0
Mike Miller,Mike Miller,2001,2017,F-G,8-Jun,218,2/19/1980,19/2/1980,1980,37,Florida,https://www.basketball-reference.com/players/m/millemi01.html,millemi01,1980,37,16
Dick Surhoff,Dick Surhoff,1953,1954,F,4-Jun,210,11/16/1929,16/11/1929,1929,25,Long Island University,https://www.basketball-reference.com/players/s/surhodi01.html,surhodi01,1929,25,1
Dick Triptow,Dick Triptow,1949,1950,G-F,Jun-00,170,11/3/1922,3/11/1922,1922,28,DePaul,https://www.basketball-reference.com/players/t/triptdi01.html,triptdi01,1922,28,1
Mikki Moore,Mikki Moore,1999,2012,C-F,11-Jun,225,11/4/1975,4/11/1975,1975,37,Nebraska,https://www.basketball-reference.com/players/m/mooremi01.html,mooremi01,1975,37,13
Dick Wehr,Dick Wehr,1949,1949,F,4-Jun,180,12/9/1925,9/12/1925,1925,24,Rice University,https://www.basketball-reference.com/players/w/wehrdi01.html,wehrdi01,1925,24,0
